cliente,fecha,nombre_categoria,nombre_competencia, precio_competencia,vida_util,fecha_inventario,historial_compras,precio,nombre_tipo,cantidad_disponible,cantidad_comprada,tipo_promocion,fecha_inicio,fecha_fin
Cliente 3106,19/10/2020,Mermelada,Pairumani,35.4,29,25/09/2020,128,30.5,Supermercado,777,18.8,Descuento Porcentual,23/12/2021,22/06/2022
Cliente 3107,20/11/2020,Gelatina,Delizia,91,93,26/10/2020,108,87.6,Online,153,16.87,2x1,22/01/2022,06/02/2022
Cliente 3108,28/01/2021,Mermelada,Pairumani,97.4,38,11/12/2020,373,95,Supermercado,250,72.13,2x1,22/01/2018,26/02/2019
Cliente 3109,01/03/2020,Leche,Delizia,93.3,23,17/01/2020,2,91.9,Agencia,976,87.27,2x1,06/06/2022,29/06/2022
Cliente 3110,13/12/2021,Helado,Pairumani,61.1,28,25/11/2021,443,56.7,Agencia,127,36.44,2x1,27/02/2020,20/10/2022
Cliente 3111,17/01/2021,Yogurt Griego,Delizia,98.2,12,30/12/2020,80,93.2,Agencia,129,61.02,Sin Descuento,28/01/2020,23/05/2022
Cliente 3112,08/06/2021,Crema de Lecha,Pairumani,26,7,08/05/2021,185,25.2,Online,638,22.94,Sin Descuento,14/07/2021,01/08/2021
Cliente 3113,27/09/2019,Crema de Lecha,Delizia,14.9,7,22/09/2019,48,10.4,Supermercado,816,23.86,Sin Descuento,02/02/2022,04/03/2022
Cliente 3114,15/11/2019,Gelatina,Nestle,16.2,62,06/11/2019,33,18.9,Supermercado,213,66.64,2x1,19/04/2020,09/11/2020
Cliente 3115,16/05/2020,Yogurt Griego,Nestle,80.4,18,12/04/2020,106,78.6,Agencia,59,70.75,Descuento Porcentual,21/02/2018,11/03/2019
Cliente 3116,04/09/2021,Queso,Purita,51.5,57,01/08/2021,495,54.9,Agencia,329,53.93,Descuento Porcentual,12/10/2021,13/10/2021
Cliente 3117,12/06/2021,Gelatina,Delizia,36.3,148,06/05/2021,261,40.7,Supermercado,327,54.52,2x1,05/05/2018,01/07/2018
Cliente 3118,02/04/2022,Helado,Pairumani,61.4,24,20/03/2022,25,59.2,Online,120,51,Descuento Porcentual,21/05/2021,17/09/2021
Cliente 3119,04/06/2021,Yogurt Griego,Delizia,93.6,13,16/05/2021,360,97.2,Online,606,25.69,Descuento Porcentual,20/11/2019,24/06/2021
Cliente 3120,23/08/2021,Crema de Lecha,Delizia,12.6,6,26/07/2021,282,15.1,Supermercado,307,31.69,2x1,13/12/2018,08/06/2019
Cliente 3121,09/09/2019,Queso,Purita,49.2,52,28/08/2019,275,49.9,Agencia,47,60.46,Sin Descuento,13/01/2021,06/11/2021
Cliente 3122,05/06/2020,Jugo,Delizia,95.7,9,17/04/2020,384,98,Online,116,80.87,Sin Descuento,25/07/2021,19/08/2021
Cliente 3123,01/01/2019,Helado,Delizia,75.7,30,07/12/2018,116,72.4,Supermercado,239,65.49,Sin Descuento,09/05/2019,27/05/2019
Cliente 3124,12/07/2019,Mantequilla,Delizia,15.8,12,14/06/2019,160,14,Online,250,60.51,2x1,06/02/2020,20/02/2020
Cliente 3125,11/11/2022,Mermelada,Nestle,20,31,28/09/2022,86,22.8,Supermercado,609,15.01,2x1,28/04/2018,12/10/2021
Cliente 3126,08/05/2021,Mantequilla,Delizia,72.7,13,17/03/2021,81,75.2,Agencia,726,18.8,Descuento Porcentual,06/02/2020,11/12/2022
Cliente 3127,21/09/2019,Crema de Lecha,Delizia,61,6,17/09/2019,56,62.3,Supermercado,903,78.38,Descuento Porcentual,04/03/2019,25/03/2019
Cliente 3128,12/01/2019,Queso,Delizia,64.8,82,16/12/2018,99,62,Online,38,53.04,Descuento Porcentual,24/10/2021,19/11/2021
Cliente 3129,04/06/2019,Mantequilla,Delizia,46.9,11,08/05/2019,284,50.7,Online,564,25.06,Sin Descuento,10/08/2020,13/01/2022
Cliente 3130,22/01/2022,Yogurt,Delizia,86.7,28,05/12/2021,144,83.8,Supermercado,473,12.71,Descuento Porcentual,20/01/2019,30/12/2019
Cliente 3131,17/04/2020,Crema de Lecha,Delizia,60.2,5,28/02/2020,526,58.8,Supermercado,409,73.04,2x1,30/01/2021,23/02/2021
Cliente 3132,09/11/2021,Mermelada,ILVA,62.2,33,20/10/2021,185,62.6,Online,20,18.5,2x1,07/02/2022,11/02/2022
Cliente 3133,02/05/2021,Yogurt Griego,Nestle,10,14,07/04/2021,10,11.4,Agencia,27,86.98,Descuento Porcentual,03/04/2021,02/05/2021
Cliente 3134,07/01/2022,Mantequilla,Delizia,93.9,11,24/11/2021,604,98.7,Agencia,227,35.7,2x1,03/02/2020,09/07/2020
Cliente 3135,13/07/2019,Mermelada,Nestle,85,35,30/05/2019,67,83.1,Supermercado,18,74.62,Sin Descuento,09/09/2020,28/11/2020
Cliente 3136,03/07/2021,Mermelada,ILVA,58.4,37,29/05/2021,218,63.4,Supermercado,149,17.14,Sin Descuento,17/10/2020,06/01/2021
Cliente 3137,03/04/2020,Mantequilla,Nestle,97.4,7,01/04/2020,228,101.5,Supermercado,40,98.33,2x1,29/04/2021,07/05/2021
Cliente 3138,14/01/2019,Yogurt,Delizia,28.8,23,16/11/2018,76,27.5,Online,35,45.83,Descuento Porcentual,12/02/2018,23/06/2021
Cliente 3139,28/11/2021,Yogurt,Pairumani,32.3,30,09/11/2021,131,32.6,Online,42,10.63,Descuento Porcentual,03/06/2022,24/06/2022
Cliente 3140,23/01/2020,Mantequilla,Nestle,80.3,13,02/01/2020,402,83.9,Agencia,303,44.57,Sin Descuento,18/10/2019,31/10/2019
Cliente 3141,23/09/2019,Mermelada,Nestle,91.7,32,19/09/2019,2,88.7,Supermercado,13,67.92,Sin Descuento,15/10/2022,06/11/2022
Cliente 3142,18/07/2022,Leche,Delizia,20.4,1,17/07/2022,2,21.6,Agencia,127,43.32,Sin Descuento,20/11/2019,30/03/2020
Cliente 3143,17/11/2019,Leche,Delizia,76.1,1,03/11/2019,274,75.9,Online,43,96.27,2x1,26/01/2018,29/08/2020
Cliente 3144,08/12/2021,Yogurt Griego,Nestle,39.1,15,27/11/2021,400,43.8,Supermercado,59,54.93,2x1,24/09/2018,12/10/2019
Cliente 3145,02/11/2022,Yogurt Griego,Nestle,31.5,12,23/10/2022,243,29.1,Agencia,479,60.47,Sin Descuento,14/09/2021,03/10/2021
Cliente 3146,13/10/2019,Leche,Delizia,60.1,23,29/08/2019,69,60.4,Supermercado,128,62.2,Descuento Porcentual,13/01/2021,25/05/2021
Cliente 3147,22/05/2022,Yogurt,Pairumani,20.5,24,01/05/2022,94,16.6,Agencia,68,42.84,2x1,17/06/2020,25/01/2022
Cliente 3148,19/02/2022,Crema de Lecha,Delizia,65.6,6,27/12/2021,312,63.7,Supermercado,420,32.36,Sin Descuento,13/10/2021,25/10/2021
Cliente 3149,27/01/2020,Helado,Delizia,34.8,27,07/01/2020,42,31.8,Supermercado,13,24.62,Sin Descuento,12/11/2018,21/07/2021
Cliente 3150,22/12/2022,Helado,Delizia,43.1,24,17/11/2022,221,46.8,Agencia,431,76.15,Descuento Porcentual,11/06/2021,06/01/2022
Cliente 3151,03/03/2020,Mermelada,Delizia,12.4,25,21/01/2020,25,11.5,Agencia,823,67.33,2x1,13/10/2021,28/10/2021
Cliente 3152,19/06/2020,Yogurt Griego,Nestle,22.1,12,06/05/2020,116,24.3,Online,111,84.72,Descuento Porcentual,20/08/2020,12/09/2020
Cliente 3153,02/02/2019,Leche,Delizia,21.6,2,10/12/2018,101,22.4,Online,588,74.84,Descuento Porcentual,04/06/2019,29/12/2022
Cliente 3154,04/01/2020,Gelatina,Delizia,77.3,127,09/11/2019,24,81.8,Agencia,15,43.02,Descuento Porcentual,26/05/2019,01/06/2020
Cliente 3155,05/09/2020,Yogurt Griego,Delizia,93.6,12,31/08/2020,387,95.9,Supermercado,305,74.32,Descuento Porcentual,31/01/2022,21/02/2022
Cliente 3156,07/05/2020,Crema de Lecha,Delizia,10.6,5,07/04/2020,57,5.9,Agencia,332,28.67,2x1,26/05/2021,28/07/2021
Cliente 3157,11/10/2021,Jugo,Delizia,88.1,13,01/09/2021,15,83.8,Supermercado,303,60.39,2x1,09/10/2018,24/09/2019
Cliente 3158,04/08/2019,Jugo,Pairumani,56.6,14,09/06/2019,264,58.8,Agencia,109,48.92,Sin Descuento,30/05/2020,17/06/2020
Cliente 3159,15/05/2022,Yogurt,Delizia,14.1,29,04/04/2022,413,16.7,Agencia,486,91.17,Descuento Porcentual,19/10/2021,25/09/2022
Cliente 3160,20/02/2019,Mantequilla,Pairumani,95.1,8,05/01/2019,325,98.8,Supermercado,43,74.92,Descuento Porcentual,23/05/2019,21/06/2019
Cliente 3161,15/08/2019,Crema de Lecha,Delizia,66,5,22/07/2019,531,63.7,Online,348,82.36,Descuento Porcentual,06/04/2018,29/09/2020
Cliente 3162,21/09/2021,Mantequilla,Delizia,32.9,14,19/08/2021,36,35.8,Online,60,46.91,Sin Descuento,02/07/2021,12/07/2021
Cliente 3163,20/09/2020,Mantequilla,Delizia,88.1,13,05/09/2020,168,89,Supermercado,134,57.22,2x1,16/04/2018,20/04/2022
Cliente 3164,22/07/2020,Gelatina,Pairumani,27.4,145,15/06/2020,105,27.8,Agencia,253,38.2,Sin Descuento,09/11/2022,22/11/2022
Cliente 3165,18/12/2019,Helado,Pairumani,99.7,22,20/10/2019,457,97.6,Supermercado,127,50.98,Sin Descuento,12/02/2020,05/12/2020
Cliente 3166,24/10/2021,Leche,Pairumani,71,1,10/10/2021,189,70.2,Online,27,66.78,2x1,05/02/2022,07/02/2022
Cliente 3167,18/06/2019,Jugo,Pairumani,61,14,18/05/2019,97,63.1,Supermercado,254,11.67,Sin Descuento,25/02/2021,05/03/2021
Cliente 3168,02/05/2022,Mermelada,Delizia,23.3,26,05/03/2022,823,25.5,Online,165,19.65,Sin Descuento,10/03/2021,13/03/2021
Cliente 3169,08/02/2021,Mermelada,Pairumani,75.6,37,17/12/2020,287,76.4,Supermercado,427,41.49,2x1,03/01/2022,06/01/2022
Cliente 3170,15/03/2020,Leche,Pairumani,78.4,24,09/02/2020,102,80.2,Agencia,303,52.85,2x1,26/03/2022,09/09/2022
Cliente 3171,09/10/2020,Crema de Lecha,Nestle,40.1,6,26/08/2020,620,44.7,Online,18,97.02,2x1,26/02/2019,28/03/2019
Cliente 3172,18/02/2019,Yogurt Griego,Pairumani,48.6,17,04/02/2019,70,50.7,Online,74,39.78,Sin Descuento,02/10/2019,05/02/2022
Cliente 3173,26/02/2019,Leche,Pairumani,58.1,27,20/01/2019,401,58.6,Supermercado,556,63.39,2x1,08/02/2020,08/12/2022
Cliente 3174,05/05/2022,Helado,Delizia,74.6,28,24/04/2022,244,78.4,Agencia,147,45.19,Descuento Porcentual,17/08/2018,20/11/2018
Cliente 3175,15/08/2022,Mantequilla,Delizia,52.2,11,29/07/2022,25,52.1,Supermercado,72,72.82,2x1,11/01/2019,17/05/2020
Cliente 3176,21/04/2019,Mantequilla,Delizia,10.5,13,03/03/2019,7,11.6,Agencia,340,73.37,2x1,02/12/2020,29/12/2020
Cliente 3177,11/10/2019,Gelatina,Nestle,90,63,12/09/2019,155,94.8,Supermercado,5,15.38,Descuento Porcentual,10/05/2021,30/09/2021
Cliente 3178,12/02/2020,Crema de Lecha,Pairumani,91.3,5,09/02/2020,1,92.3,Agencia,366,85.69,Sin Descuento,29/12/2018,06/01/2021
Cliente 3179,08/12/2022,Leche,Delizia,11.3,2,09/10/2022,14,14.6,Agencia,2,26.58,2x1,13/04/2020,23/11/2020
Cliente 3180,09/03/2021,Helado,Pairumani,74,26,19/01/2021,121,71.5,Online,107,64.47,2x1,10/11/2019,01/04/2022
Cliente 3181,26/01/2019,Jugo,Delizia,13.5,14,18/12/2018,808,10.4,Agencia,134,48.85,2x1,24/08/2018,17/05/2022
Cliente 3182,07/10/2021,Helado,Pairumani,62.3,21,20/08/2021,329,62.1,Supermercado,63,33.65,2x1,08/07/2019,03/09/2019
Cliente 3183,27/06/2021,Jugo,Delizia,91,14,05/06/2021,159,94.8,Online,143,27.08,2x1,06/03/2022,01/09/2022
Cliente 3184,09/02/2020,Jugo,Delizia,27.5,14,23/01/2020,585,32,Agencia,87,19.1,2x1,11/10/2022,18/10/2022
Cliente 3185,02/03/2021,Yogurt Griego,Delizia,43.3,14,29/01/2021,234,39.9,Supermercado,318,90.09,Descuento Porcentual,04/10/2022,10/12/2022
Cliente 3186,27/05/2020,Jugo,Nestle,27.7,12,23/05/2020,146,31.9,Agencia,517,11.64,2x1,07/05/2018,05/05/2019
Cliente 3187,25/08/2022,Mantequilla,Delizia,16.7,11,13/08/2022,632,18.6,Agencia,284,26.61,Descuento Porcentual,16/09/2018,01/10/2018
Cliente 3188,22/09/2022,Jugo,Delizia,63,12,25/08/2022,233,65.6,Supermercado,689,86.81,Sin Descuento,25/05/2019,01/07/2020
Cliente 3189,09/10/2019,Yogurt,Pairumani,94.9,23,15/09/2019,6,90.8,Agencia,9,14.59,Descuento Porcentual,04/03/2020,16/10/2021
Cliente 3190,28/06/2021,Crema de Lecha,Delizia,51.9,6,20/06/2021,547,49.3,Supermercado,253,53.63,Descuento Porcentual,11/01/2020,08/02/2020
Cliente 3191,05/02/2019,Crema de Lecha,Delizia,16.4,7,18/01/2019,77,14,Supermercado,507,77.72,Sin Descuento,28/02/2018,14/01/2021
Cliente 3192,24/09/2021,Yogurt,Pairumani,15,21,29/08/2021,23,14.5,Supermercado,25,36.99,2x1,16/06/2020,02/10/2022
Cliente 3193,27/06/2021,Yogurt,Delizia,63.3,29,12/05/2021,861,59.4,Agencia,131,14.22,Descuento Porcentual,27/11/2020,21/03/2022
Cliente 3194,28/01/2021,Queso,Delizia,32.8,30,17/12/2020,337,37,Agencia,581,55.6,Sin Descuento,30/07/2020,28/08/2020
Cliente 3195,24/08/2020,Yogurt Griego,Nestle,46.4,15,23/07/2020,563,41.9,Supermercado,434,81.48,2x1,06/05/2020,24/05/2021
Cliente 3196,27/10/2022,Queso,Pairumani,67.9,66,04/10/2022,26,69.1,Supermercado,191,20.59,Sin Descuento,29/11/2019,02/12/2020
Cliente 3197,23/10/2021,Yogurt,Delizia,69.8,24,17/10/2021,747,66.9,Agencia,27,70.39,2x1,28/11/2019,18/12/2019
Cliente 3198,26/03/2022,Gelatina,Nestle,35.4,106,22/02/2022,27,35.6,Agencia,87,25.37,Sin Descuento,23/08/2022,04/09/2022
Cliente 3199,26/03/2020,Gelatina,Delizia,19.7,97,05/03/2020,580,20.1,Agencia,10,72.09,Sin Descuento,01/12/2020,10/05/2022
Cliente 3200,15/03/2022,Yogurt Griego,Nestle,43.9,14,27/01/2022,925,47,Supermercado,61,39.39,Descuento Porcentual,11/02/2019,09/06/2022
Cliente 3201,25/09/2021,Mermelada,Pairumani,11.7,26,05/09/2021,133,14.3,Supermercado,778,60.15,Sin Descuento,23/07/2021,20/08/2021
Cliente 3202,20/08/2019,Mermelada,ILVA,69.4,38,15/08/2019,649,73,Supermercado,317,14.14,2x1,03/05/2020,05/05/2020
Cliente 3203,11/12/2022,Leche,Nestle,73,25,14/11/2022,84,68.4,Supermercado,30,17.84,2x1,25/12/2022,10/01/2023
Cliente 3204,05/08/2021,Leche,Delizia,73.4,1,21/07/2021,494,69.7,Supermercado,232,97.52,Sin Descuento,01/08/2020,11/08/2020
Cliente 3205,08/06/2022,Yogurt Griego,Delizia,61.3,12,29/05/2022,28,65,Online,345,84.31,Sin Descuento,05/10/2018,09/09/2022
Cliente 3206,01/12/2019,Crema de Lecha,Pairumani,26.9,5,23/11/2019,17,24.1,Online,16,80.1,Descuento Porcentual,24/06/2021,12/07/2021
Cliente 3207,01/09/2019,Crema de Lecha,Pairumani,80.3,6,02/08/2019,328,76.2,Supermercado,573,16.8,2x1,23/08/2018,02/09/2018
Cliente 3208,14/06/2022,Yogurt,Pairumani,45.2,23,25/05/2022,234,41.2,Online,118,78.57,2x1,19/02/2020,28/03/2021
Cliente 3209,20/04/2019,Helado,Delizia,36.6,29,06/03/2019,230,36.8,Online,400,15.5,2x1,06/07/2022,22/07/2022
Cliente 3210,24/03/2022,Mantequilla,Pairumani,67.8,14,17/02/2022,40,63.6,Online,11,59.32,Descuento Porcentual,16/11/2018,02/06/2021
Cliente 3211,26/04/2022,Mantequilla,Nestle,35,13,20/04/2022,237,39.4,Agencia,567,93.99,Sin Descuento,13/08/2021,07/09/2021
Cliente 3212,26/11/2019,Yogurt,Delizia,76.4,25,22/11/2019,112,75.1,Agencia,780,79.74,Sin Descuento,13/10/2022,17/10/2022
Cliente 3213,17/05/2020,Crema de Lecha,Pairumani,59.3,7,29/03/2020,539,54.8,Supermercado,343,70.76,Sin Descuento,15/03/2018,20/07/2020
Cliente 3214,25/01/2022,Gelatina,Nestle,28.5,132,30/12/2021,29,23.6,Online,8,80.6,Descuento Porcentual,11/05/2020,15/11/2021
Cliente 3215,26/04/2022,Jugo,Delizia,71.3,14,03/03/2022,97,67.6,Agencia,900,89.85,2x1,01/12/2019,06/04/2021
Cliente 3216,14/07/2020,Helado,Pairumani,34,22,05/07/2020,1,36.5,Agencia,67,21.06,Descuento Porcentual,26/01/2018,10/10/2022
Cliente 3217,25/11/2021,Yogurt Griego,Nestle,12.6,12,05/10/2021,203,17.1,Agencia,32,92.82,Descuento Porcentual,06/09/2019,16/09/2021
Cliente 3218,16/01/2021,Mermelada,Delizia,22.1,32,26/11/2020,333,26.3,Supermercado,286,48.44,2x1,13/01/2019,03/10/2021
Cliente 3219,11/11/2020,Helado,Delizia,80.5,25,07/11/2020,283,85.5,Online,406,19.92,2x1,22/06/2022,06/07/2022
Cliente 3220,11/12/2021,Yogurt,Pairumani,26.2,22,19/11/2021,305,22,Agencia,313,58.33,Sin Descuento,20/02/2020,27/02/2020
Cliente 3221,27/02/2020,Queso,Purita,67.3,63,12/01/2020,431,64.4,Agencia,305,59,Descuento Porcentual,18/09/2021,03/10/2021
Cliente 3222,15/01/2022,Leche,Nestle,30,26,30/12/2021,89,26.8,Online,784,54.16,Descuento Porcentual,21/04/2021,10/04/2022
Cliente 3223,12/05/2019,Gelatina,Delizia,38.1,128,04/04/2019,216,39.8,Online,338,67.07,Descuento Porcentual,28/06/2021,21/07/2021
Cliente 3224,26/06/2022,Jugo,Delizia,60.6,13,02/06/2022,393,59.7,Supermercado,149,21.75,Descuento Porcentual,29/07/2019,20/11/2020
Cliente 3225,10/11/2019,Jugo,Nestle,90,11,20/10/2019,11,87.3,Online,18,55.77,Sin Descuento,20/12/2021,06/01/2022
Cliente 3226,21/07/2019,Crema de Lecha,Delizia,31.6,6,13/07/2019,381,29.7,Agencia,159,89.44,Sin Descuento,07/04/2022,02/05/2022
Cliente 3227,17/04/2019,Crema de Lecha,Pairumani,30.2,7,30/03/2019,149,29.1,Agencia,349,89.35,Descuento Porcentual,09/04/2022,28/04/2022
Cliente 3228,03/09/2021,Leche,Pairumani,90.9,1,30/07/2021,154,86.5,Supermercado,13,77.92,Descuento Porcentual,15/10/2020,01/01/2021
Cliente 3229,17/10/2022,Helado,Pairumani,92.7,25,24/09/2022,100,92.8,Agencia,28,94.84,2x1,21/02/2020,28/10/2021
Cliente 3230,19/11/2021,Queso,Pairumani,65.9,33,03/11/2021,514,69.8,Supermercado,332,41.65,2x1,20/07/2022,09/08/2022
Cliente 3231,10/07/2019,Gelatina,Pairumani,78.6,137,21/06/2019,461,79.2,Agencia,470,61.19,Sin Descuento,17/03/2022,09/06/2022
Cliente 3232,10/07/2020,Leche,Delizia,42.5,24,24/05/2020,300,41.7,Agencia,98,53.78,Sin Descuento,13/08/2018,20/04/2019
Cliente 3233,02/09/2019,Crema de Lecha,Pairumani,12,5,30/07/2019,244,11.5,Agencia,327,46.28,Descuento Porcentual,18/04/2020,12/06/2022
Cliente 3234,27/04/2020,Leche,Pairumani,22,2,03/03/2020,177,25.5,Supermercado,351,18.29,Descuento Porcentual,08/05/2018,15/05/2018
Cliente 3235,04/07/2021,Leche,Delizia,46,2,05/06/2021,306,44,Agencia,612,81.48,Sin Descuento,21/07/2021,06/08/2022
Cliente 3236,28/02/2019,Crema de Lecha,Nestle,98.6,6,07/01/2019,31,97.9,Supermercado,827,47.01,Descuento Porcentual,08/04/2018,27/05/2022
Cliente 3237,24/11/2019,Gelatina,Pairumani,75.8,99,29/09/2019,25,80.5,Agencia,573,35.17,Descuento Porcentual,17/08/2018,15/03/2022
Cliente 3238,19/09/2022,Helado,Pairumani,22.3,30,15/09/2022,309,19.9,Online,161,29.15,Descuento Porcentual,15/01/2018,03/02/2018
Cliente 3239,11/02/2021,Mermelada,ILVA,15.6,34,05/02/2021,104,14.5,Supermercado,780,96.91,Sin Descuento,18/10/2019,12/11/2019
Cliente 3240,04/04/2019,Helado,Delizia,18.6,25,08/02/2019,643,20.3,Agencia,30,27.12,Sin Descuento,22/04/2021,15/05/2021
Cliente 3241,28/09/2019,Mermelada,Nestle,81.7,29,01/08/2019,193,81.3,Supermercado,238,88.69,2x1,02/11/2021,12/12/2021
Cliente 3242,28/09/2020,Mantequilla,Delizia,92,14,03/08/2020,42,89.1,Online,725,19.2,Sin Descuento,20/10/2018,15/07/2020
Cliente 3243,11/06/2020,Jugo,Delizia,77.6,10,11/05/2020,47,74.1,Agencia,325,67.7,2x1,18/09/2020,06/09/2021
Cliente 3244,28/07/2020,Helado,Pairumani,45.9,25,14/07/2020,110,49.3,Agencia,698,53.08,2x1,05/07/2019,21/07/2019
Cliente 3245,06/08/2020,Queso,Norland,88.6,81,22/07/2020,100,85.8,Online,245,19.63,Descuento Porcentual,20/06/2018,01/06/2022
Cliente 3246,12/03/2021,Crema de Lecha,Delizia,18.1,5,18/01/2021,143,21.4,Agencia,76,44.73,2x1,07/02/2021,10/02/2021
Cliente 3247,05/01/2022,Crema de Lecha,Delizia,43.2,6,18/12/2021,35,39.4,Agencia,259,68.99,2x1,15/03/2018,10/06/2021
Cliente 3248,21/07/2021,Mermelada,Delizia,47.7,40,01/06/2021,4,49.8,Online,4,72.23,Descuento Porcentual,01/12/2018,10/09/2020
Cliente 3249,02/08/2021,Mantequilla,Delizia,36.9,7,24/07/2021,648,40.1,Agencia,309,38.02,Descuento Porcentual,14/12/2018,18/12/2018
Cliente 3250,02/02/2019,Helado,Delizia,80.7,27,18/01/2019,304,77.9,Supermercado,487,56.53,Sin Descuento,14/03/2022,03/04/2022
Cliente 3251,12/04/2021,Yogurt,Delizia,15.3,21,07/04/2021,73,11.6,Online,132,98.61,Sin Descuento,01/06/2021,04/08/2021
Cliente 3252,28/04/2020,Yogurt Griego,Delizia,25.9,17,13/03/2020,324,21.8,Agencia,425,12.49,Descuento Porcentual,16/07/2019,18/12/2020
Cliente 3253,23/09/2020,Mantequilla,Delizia,59.1,8,18/09/2020,226,61.7,Supermercado,567,41.32,Sin Descuento,24/07/2020,04/08/2020
Cliente 3254,01/09/2022,Mantequilla,Delizia,36.7,11,15/08/2022,94,40,Supermercado,107,98.65,Descuento Porcentual,30/06/2022,23/09/2022
Cliente 3255,10/02/2022,Leche,Nestle,32.6,23,23/01/2022,389,32.8,Agencia,543,14.7,2x1,24/12/2022,30/12/2022
Cliente 3256,08/04/2019,Yogurt,Delizia,58.5,30,16/03/2019,6,61.2,Supermercado,911,89.64,2x1,23/11/2020,02/12/2020
Cliente 3257,12/09/2019,Crema de Lecha,Pairumani,33.3,5,16/08/2019,15,36,Supermercado,948,76.59,Sin Descuento,26/08/2020,07/11/2020
Cliente 3258,19/03/2022,Yogurt Griego,Pairumani,37.9,16,24/02/2022,409,37.4,Supermercado,43,99.51,Descuento Porcentual,17/10/2020,05/12/2022
Cliente 3259,15/01/2021,Mermelada,Nestle,68.1,28,24/11/2020,142,73,Agencia,124,28.39,2x1,24/07/2022,07/08/2022
Cliente 3260,03/05/2019,Jugo,Delizia,22.6,8,22/03/2019,401,25.3,Supermercado,170,35,2x1,23/03/2022,14/04/2022
Cliente 3261,04/08/2020,Yogurt,Delizia,12,28,14/06/2020,320,13.7,Agencia,323,25.65,Descuento Porcentual,11/08/2021,10/12/2022
Cliente 3262,11/12/2020,Mantequilla,Delizia,51.7,7,09/12/2020,919,51.6,Agencia,5,46.68,Sin Descuento,02/11/2019,29/11/2019
Cliente 3263,07/04/2020,Jugo,Nestle,38.4,14,12/02/2020,307,40.8,Supermercado,124,52.47,Sin Descuento,06/11/2018,16/09/2020
Cliente 3264,26/02/2022,Mermelada,Pairumani,60.7,28,20/02/2022,237,61.3,Supermercado,288,59.93,Descuento Porcentual,06/10/2018,03/09/2022
Cliente 3265,19/07/2020,Gelatina,Pairumani,46,108,10/06/2020,178,42.8,Supermercado,42,44.05,2x1,17/03/2018,14/01/2021
Cliente 3266,02/01/2021,Mantequilla,Nestle,53.5,10,27/12/2020,325,50.1,Supermercado,36,80.17,Descuento Porcentual,02/01/2020,17/01/2022
Cliente 3267,25/10/2022,Crema de Lecha,Nestle,51.3,6,19/10/2022,239,48.3,Agencia,456,35.99,Descuento Porcentual,14/09/2021,29/09/2021
Cliente 3268,22/04/2022,Gelatina,Nestle,95.2,147,13/03/2022,901,98.9,Online,45,28.53,2x1,20/10/2020,18/11/2020
Cliente 3269,22/09/2019,Mermelada,ILVA,53.6,28,03/09/2019,170,54.5,Supermercado,675,99.36,2x1,06/06/2018,17/11/2022
Cliente 3270,26/12/2021,Mermelada,Delizia,60.2,32,08/11/2021,212,62.5,Supermercado,383,14.14,Descuento Porcentual,28/12/2020,27/01/2021
Cliente 3271,12/10/2021,Queso,Norland,14.1,71,01/10/2021,701,12.3,Supermercado,9,72.08,Sin Descuento,19/01/2022,22/11/2022
Cliente 3272,10/02/2021,Leche,Delizia,13.5,1,17/01/2021,506,17.4,Online,134,79.93,Descuento Porcentual,03/08/2022,05/08/2022
Cliente 3273,14/04/2021,Crema de Lecha,Delizia,93.7,6,03/04/2021,379,98.6,Agencia,398,10.52,Descuento Porcentual,25/04/2020,14/02/2022
Cliente 3274,12/07/2022,Helado,Delizia,15.6,30,11/07/2022,128,16.7,Agencia,36,94.77,2x1,20/02/2022,13/03/2022
Cliente 3275,22/12/2019,Queso,Norland,37.6,33,29/10/2019,164,41.6,Agencia,116,93.06,Descuento Porcentual,19/07/2022,23/07/2022
Cliente 3276,05/04/2020,Mermelada,Pairumani,41.3,40,15/02/2020,233,40.9,Online,136,77.18,Sin Descuento,18/12/2018,25/11/2022
Cliente 3277,16/10/2022,Mermelada,ILVA,99.5,36,26/09/2022,73,104.2,Supermercado,196,12.53,Sin Descuento,04/08/2019,02/07/2022
Cliente 3278,27/11/2021,Queso,Purita,50.8,43,09/11/2021,278,50.8,Online,17,45.65,Descuento Porcentual,16/12/2018,18/09/2020
Cliente 3279,28/12/2021,Crema de Lecha,Pairumani,32,6,09/11/2021,325,29.3,Online,97,75.75,2x1,24/01/2020,29/01/2020
Cliente 3280,15/03/2022,Leche,Delizia,59.2,1,24/01/2022,9,60.3,Agencia,304,23.22,2x1,24/07/2021,28/07/2021
Cliente 3281,16/09/2022,Leche,Nestle,63.4,2,09/08/2022,77,58.7,Supermercado,649,32.6,2x1,10/04/2021,08/05/2021
Cliente 3282,09/12/2019,Jugo,Delizia,26.1,8,26/10/2019,137,30.5,Supermercado,156,71.34,Sin Descuento,22/02/2018,19/05/2019
Cliente 3283,23/04/2020,Crema de Lecha,Delizia,88.2,7,28/03/2020,203,90.1,Online,257,93.42,Sin Descuento,24/11/2020,23/12/2020
Cliente 3284,18/01/2019,Yogurt Griego,Pairumani,42.7,14,26/11/2018,10,40.9,Supermercado,24,75.41,Descuento Porcentual,16/03/2020,10/04/2021
Cliente 3285,01/02/2019,Jugo,Nestle,91.2,8,29/12/2018,192,89.4,Agencia,330,96.48,Descuento Porcentual,11/07/2018,18/07/2018
